ResponseId,open.question,rep.supp,dem.supp,elite,bipart,jcs,state,regime,trade,shared.threat,cost,conditions,defense.coop,mil.coop,region,cap,issue.link,none,age,gender,hhi,ethnicity,hispanic,education,political_party,us.region,zip,Q11,Q18,Q1,Q6,Q3,Q4,Q4_DO,Q4,Q5,Q7
R_OwG7qPNXkFehd6h,He on the work,,,,,,,,,,,,,,,,,1,19,1,1,1,1,5,4,1,10018,"Manufacturing - machinery, electronics etc.",No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Strongly agree
R_2PBAHG2Uf5UF4PX,Support,,,1,,,,,,,,,,,,,,,21,1,19,2,1,1,2,1,19050,Accommodation and food services,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,None.,Somewhat disagree
R_uyQpYeHNV0oHZvj,There is a little more than I will be,,,,,,,,,,,,,,,,,1,30,1,23,1,1,8,1,4,90009,Information and Telecommunications,Yes,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
R_1hXdtHAkQnJo68g,Location/ countries involved ,,,,,,,,,,,,,,1,,,,23,1,-3105,1,1,5,3,3,21015,Retail Trade,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,A few.,Somewhat agree
R_2y2cMk4erEe2W1m,The insane amount of dollars being spent on both sides,,,,,,,,,,1,,,,,1,,,72,2,7,1,1,7,4,1,13790,Educational Services,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Very many.,Somewhat agree
R_1k0OCvZ9D1Wx7kn,cost,,,,,,,,,,1,,,,,,,,54,1,9,6,1,6,1,1,2130,,No,Somewhat agree,Neither agree nor disagree,,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Somewhat agree
R_2Bajrus4qgMC4j3,No clue,,,,,,,,,,,,,,,,,1,30,1,20,4,15,7,3,1,7624,Transportation & Warehousing,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_1H8BJ4cO3HjStU9,"Lost the life of the US soldiers, lost so much money.",,,,,,,,,,1,,,,,,,,32,1,20,5,1,7,4,4,92505,Information and Telecommunications,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Somewhat disagree
R_1psxnetwaC7QruV,It’s very important ,,,,,,,,,,,,,,,,,1,21,1,15,1,1,8,1,4,90011,Construction,Yes,Strongly agree,Strongly agree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Somewhat agree
R_1FyuiyzkDdhELt1,None,,,,,,,,,,,,,,,,,1,31,1,5,1,1,4,10,3,21793,Retail Trade,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,None.,Neither agree nor disagree
R_3O0lHYarkcGjG5U,Not sure had a lot of things on mind just so u know ,,,,,,,,,,,,,,,,,1,45,1,-3105,1,2,1,1,4,98371,"Arts, entertainment & recreation",Yes,Strongly agree,Strongly agree,Strongly disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat agree
R_25AXkMAU84gHKkZ,I related trade as the most important factor in assessing the hypothetical alliances.,,,,,,,,1,,,,,,,,,,68,1,4,2,1,4,2,3,70126,,No,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Strongly disagree
R_3DtrCOoN3JgXuUJ,Cost sharing formula,,,,,,,,,,1,,,,,1,,,48,1,21,1,1,7,1,4,95037,Information and Telecommunications,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Neither agree nor disagree
R_bjcQHS4lWVozIqJ,The military powers employed ,,,,,,,,,,,,,,,1,,,20,1,5,1,2,2,10,4,89101,Other Mining,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Strongly disagree
R_1gwiNGs6kvnARTJ,Safety,,,,,,,,,,,,,,,,,1,25,1,4,1,1,6,2,3,19711,Educational Services,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,A few.,Somewhat disagree
R_1GU4qv8BTA9jYiX,The safety of our military personnel ,,,,,,,,,,,,,,,,,1,58,1,20,6,1,6,10,4,95380,Information and Telecommunications,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Strongly agree
R_3OoeFt0XAXuUF8N,Safetly,,,,,,,,,,,,,,,,,1,18,1,6,15,6,1,2,1,7306,Educational Services,No,Neither agree nor disagree,Somewhat agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat disagree
R_9pJg2mU6MsD7qGB,whether senators supported it or not,,,,1,,,,,,,,,,,,,,50,1,3,1,14,2,3,1,7032,"Manufacturing - machinery, electronics etc.",No,Strongly disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,A few.,Neither agree nor disagree
R_2pLad2ODCkuqc4Z,But it is fun,,,,,,,,,,,,,,,,,1,23,1,1,15,2,2,5,4,89081,"Professional, scientific, and technical services",Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat agree
R_ekZj3DaWs855SXD,No,,,,,,,,,,,,,,,,,1,21,1,1,1,1,2,7,3,32206,Real Estate,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Strongly agree
R_2tyBY7tPrA9QuRV,Whether it was a democracy or not,,,,,,,1,,,,,,,,,,,53,1,8,1,1,4,10,3,75060,Construction,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,None.,Somewhat disagree
R_2Spp74Nt3cYwsvo,No comment,,,,,,,,,,,,,,,,,1,58,1,4,1,1,2,5,1,6759,"Administration, support, and waste management",No,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Strongly agree
R_1JK0eeSvkwaYsK0,I hate war,,,,,,,,,,,,,,,,,1,63,1,14,1,1,3,7,3,32724,"Professional, scientific, and technical services",No,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,None.,Neither agree nor disagree
R_szqqoRfvVKRsDL3,Support by Democratic senators,,1,,,,,,,,,,,,,,,,55,1,15,15,1,7,1,1,1603,"Professional, scientific, and technical services",No,Somewhat disagree,Strongly agree,Strongly disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,Some.,Strongly disagree
R_25BFp7wQTFd9OUH,"Joint cheifs, secretary of state support",,,,,1,1,,,,,,,,,,,,53,1,7,1,1,4,1,2,68516,Retail Trade,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Somewhat agree
R_aVO1bOwMpD11wzf,yo wats up pussy boiii,,,,,,,,,,,,,,,,,1,18,1,2,16,2,2,2,1,11710,Retail Trade,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Somewhat disagree
R_1eK6C2YeP7kHIXa,location,,,,,,,,,,,,,,1,,,,74,2,13,1,1,3,4,4,95825,,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Some.,Somewhat agree
R_6XObb7Sx1XXKoPn,Democratic nation assisting with any conflict,,,,,,,1,,,,1,,,,,,,18,1,9,1,1,2,5,1,18232,Construction,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,None.,Somewhat agree
R_2bP34M9hjuE2DSb,That both republican and democrats support it and that they will stay a democracy society,,,,1,,,1,,,,,,,,,,,28,2,9,15,2,4,1,4,93060,Other Mining,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_3h0FYnf8kUuLDl4,Trust,,,,,,,,,,,,,,,,,1,24,1,5,1,1,2,9,3,71068,Construction,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Neither agree nor disagree
R_5mqNXG0uwWt5iA9,I have no idea,,,,,,,,,,,,,,,,,1,59,1,4,2,1,8,10,3,38109,Construction,Yes,Strongly disagree,Strongly agree,Somewhat disagree,,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
R_1H5kmSbG26BVuvu,,,,,,,,,,,,,,,,,,1,30,2,19,6,1,6,7,4,94565,Utilities,No,,,,,,,,
R_3FIKog8PaMGlqmM,,,,,,,,,,,,,,,,,,1,68,2,1,1,1,1,9,3,78415,,,,,,,,,,
R_xDyh1lbq5aOZrfH,,,,,,,,,,,,,,,,,,1,50,2,11,1,1,6,1,1,1020,Transportation & Warehousing,No,Somewhat disagree,Strongly agree,Somewhat disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_3lMubtq59R1GmUc,,,,,,,,,,,,,,,,,,1,50,2,12,1,5,1,4,3,33173,"Professional, scientific, and technical services",No,,,,,,,,
R_1eshonVbjzHgQ7F,,,,,,,,,,,,,,,,,,1,74,2,18,1,1,7,10,1,2043,,,,,,,,,,
R_3Gg1ZDFnHiCqKZ0,,,,,,,,,,,,,,,,,,1,67,2,14,1,1,6,1,1,6492,Health care and social assistance,No,Neither agree nor disagree,Somewhat agree,Strongly disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Neither agree nor disagree
R_2Y5P7ygbNBBLLzG,,,,,,,,,,,,,,,,,,1,49,2,23,1,1,6,9,2,60586,Information and Telecommunications,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Neither agree nor disagree
R_3emn7gVh9umAfzV,,,,,,,,,,,,,,,,,,1,26,2,19,1,1,6,9,3,30004,Wholesale trade,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_BsKLXKQgqEvL0XL,How much support will yhey give the US in return. ,,,,,,,,,,,1,,,,,1,,21,1,9,1,2,2,1,4,98042,Accommodation and food services,,Neither agree nor disagree,Strongly agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat disagree
R_26lp0qWhQGSb63K,,,,,,,,,,,,,,,,,,1,85,2,6,1,1,7,9,3,78728,,,,,,,,,,
R_23WUNlAUxswBbWB,Good all the time,,,,,,,,,,,,,,,,,1,19,1,2,2,1,2,3,3,72206,Utilities,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_2YyOfPb2kpk2q3m,,,,,,,,,,,,,,,,,,1,25,2,1,5,1,-3105,3,1,11373,,,,,,,,,,
R_UoUY1RApIeZj1eh,The severity of the common threat,,,,,,,,,1,,,,,,,,,54,1,8,1,1,2,10,2,49868,Retail Trade,No,Strongly agree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,None.,Neither agree nor disagree
R_3hmwKngvu0so5YM,america first,,,,,,,,,,,,,,,,,1,50,1,15,1,1,5,5,1,15133,Transportation & Warehousing,No,Strongly agree,Somewhat disagree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
R_1fa8MU8vP0G4IeN,gussed had no idea what it was bout,,,,,,,,,,,,,,,,,1,50,1,6,1,1,4,7,3,29697,,No,Neither agree nor disagree,Somewhat agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Neither agree nor disagree
R_bCtZB5ng1fIQJSF,How much opposition or support from all the parties listed.,,,1,,,,,,,,,,,,,,,66,2,4,1,1,6,3,4,59802,Health care and social assistance,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Somewhat disagree
R_3R4WckJNuAGw7ka,,,,,,,,,,,,,,,,,,1,48,2,4,2,1,4,2,3,75904,,,,,,,,,,
R_2t9TqWyJ9tvTENL,The cost v benefit ,,,,,,,,,,1,,,,,,,,61,1,22,1,1,7,9,1,12077,"Professional, scientific, and technical services",No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,A few.,Somewhat disagree
R_32XtxKTSMrouvgv,,,,,,,,,,,,,,,,,,1,48,2,1,1,1,2,5,3,24701,,,,,,,,,,
R_2zpYe3qsXQDLU0U,,,,,,,,,,,,,,,,,,1,70,2,2,1,1,2,1,1,2136,,,,,,,,,,
R_3kLhYV6LRhX0D8x,,,,,,,,,,,,,,,,,,1,18,2,-3105,2,1,2,2,3,27909,,,,,,,,,,
R_esriwLAyjZMzkNX,,,,,,,,,,,,,,,,,,1,49,2,14,1,1,1,2,1,19317,Educational Services,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,None.,Neither agree nor disagree
R_2VmvhSsFEjwt7Q1,,,,,,,,,,,,,,,,,,1,56,2,3,1,1,2,9,1,1801,,,,,,,,,,
R_2ANgpvLf5mrjLRy,,,,,,,,,,,,,,,,,,1,44,2,14,1,1,4,10,3,28625,Health care and social assistance,No,Strongly agree,Somewhat disagree,Somewhat agree,,,,,
R_3j6uJtGpKBQA5C4,,,,,,,,,,,,,,,,,,1,28,2,13,1,1,4,5,2,48843,Transportation & Warehousing,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Somewhat agree
R_6nkIhtsj199xTmp,,,,,,,,,,,,,,,,,,1,26,2,8,14,1,7,3,3,77578,,,,,,,,,,
R_2zHDaFlQ40Kmb1F,Join together,,,,,,,,,,,,,,,,,1,50,1,5,2,1,1,3,2,67210,Construction,No,Neither agree nor disagree,Strongly disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat disagree
R_2wtMGvvjzMuFelG,,,,,,,,,,,,,,,,,,1,22,2,-3105,16,15,2,10,3,38058,"Arts, entertainment & recreation",No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Neither agree nor disagree
R_cVlNXAHlLN24yAh,,,,,,,,,,,,,,,,,,1,77,2,-3105,16,15,7,10,3,72212,,,,,,,,,,
R_3faOevfGMzU2vst,support,,,,,,,,,,,,,,,,,1,60,1,5,1,1,6,10,2,46123,Transportation & Warehousing,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat agree
R_2qrfegLhhqpKeeA,,,,,,,,,,,,,,,,,,1,19,2,1,1,1,4,6,3,27253,Retail Trade,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Very many.,Neither agree nor disagree
R_1GPTqwCvEHVSQMh,,,,,,,,,,,,,,,,,,,51,2,-3105,2,1,4,1,3,38672,,,,,,,,,,
R_31Z94lPSguFzrqq,,,,,,,,,,,,,,,,,,1,69,2,3,2,1,2,1,2,60432,,No,Strongly agree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Somewhat disagree
R_1jem1ipGiZRodc6,How much in annual $ was required by the US,,,,,,,,,,1,,,,,,,,55,1,15,1,1,6,9,1,14224,Information and Telecommunications,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat agree
R_1LLHbGz4UmkCr7A,,,,,,,,,,,,,,,,,,1,38,2,10,1,1,4,3,3,23666,,,,,,,,,,
R_uqtTaFL5xyukiuB,,,,,,,,,,,,,,,,,,1,42,2,4,1,1,2,4,3,37643,Accommodation and food services,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,A few.,Neither agree nor disagree
R_DpHwXkRRfdmkq6R,,,,,,,,,,,,,,,,,,1,49,2,4,1,1,2,1,2,43137,,,,,,,,,,
R_Xk0K4pAfSav5jj3,Trade,,,,,,,,,,,,,,,,,1,24,1,1,1,14,4,2,1,11205,"Administration, support, and waste management",,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Neither agree nor disagree
R_1dAplgUW2SUDht6,,,,,,,,,,,,,,,,,,1,63,2,1,1,1,4,1,3,34677,,,,,,,,,,
R_2t2WafUospAbWqq,,,,,,,,,,,,,,,,,,1,23,2,2,15,2,2,4,2,60639,Health care and social assistance,No,,,,,,,,
R_1rNxikqvRQ6s1Sl,Their actual liability ,,,,,,,,,,,,,,,,,1,21,1,3,15,2,2,2,3,77060,Agriculture,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat agree
R_wTBY0EFnyeMHiOB,nothing,,,,,,,,,,,,,,,,,1,76,2,13,1,1,6,1,4,85743,,No,Strongly agree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Neither agree nor disagree
R_3R9lUq2siDZXcVl,,,,,,,,,,,,,,,,,,1,69,1,4,1,1,7,9,3,76078,Wholesale trade,Yes,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,None.,Somewhat agree
R_1pnkfYuLz10pvag,,,,,,,,,,,,,,,,,,1,41,2,8,16,1,2,9,1,18020,Accommodation and food services,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Neither agree nor disagree
R_1eQ6EiyHrq1a8Qy,,,,,,,,,,,,,,,,,,1,52,2,14,1,1,6,9,3,33024,,,,,,,,,,
R_3EyVtqZB2JIfsk5,,,,,,,,,,,,,,,,,,1,39,2,13,2,1,6,1,3,30519,,,,,,,,,,
R_3emiGuK4M1kFEXP,"Common threat level - the more serious the common threat, the more we should act as allies",,,,,,,,,1,,,,,,,,,48,1,-3105,16,1,7,3,4,90036,Health care and social assistance,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat disagree
R_3hn0GNtpfl8PLrT,,,,,,,,,,,,,,,,,,1,51,2,-3105,1,15,-3105,10,4,90680,Utilities,No,Somewhat agree,Somewhat agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,None.,Strongly agree
R_1eyhmq34qxYLAzO,GOOOD PERFORMANCE,,,,,,,,,,,,,,,,,1,46,1,19,1,1,7,1,3,75189,Information and Telecommunications,Yes,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
R_2dFmFibFBnOXwzC,,,,,,,,,,,,,,,,,,1,61,2,12,1,1,7,9,3,30083,Educational Services,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,,,
R_POImHa1v8ljuMDv,,,,,,,,,,,,,,,,,,1,53,2,3,1,1,2,10,3,40422,,,,,,,,,,
R_2ONg2yrPP4WZwaK,55754,,,,,,,,,,,,,,,,,1,21,1,9,2,16,1,1,3,33619,Transportation & Warehousing,,Strongly disagree,Neither agree nor disagree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Strongly agree
R_2RQwEvN7CqameqR,,,,,,,,,,,,,,,,,,1,56,2,-3105,7,1,6,2,1,11377,,,,,,,,,,
R_3EMYnVG95NIkpLs,,,,,,,,,,,,,,,,,,1,32,2,3,1,1,1,9,3,31217,,,,,,,,,,
R_4UAZ0hkL3e1DUKl,,,,,,,,,,,,,,,,,,1,55,1,8,1,1,5,10,3,28358,"Professional, scientific, and technical services",No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,None.,Somewhat agree
R_RkRH067hbz1bFhn,,,,,,,,,,,,,,,,,,1,51,2,4,1,1,1,4,2,60609,"Professional, scientific, and technical services",No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat agree
R_ypEsjQNIBdGEs49,,,,,,,,,,,,,,,,,,1,57,2,5,1,1,6,5,4,85210,Health care and social assistance,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat agree
R_3M3blIwDlIIbHH5,,,,,,,,,,,,,,,,,,1,46,2,8,1,1,3,10,3,75765,Agriculture,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,None.,Somewhat disagree
R_1g22SnBIeOEkgHi,,,,,,,,,,,,,,,,,,1,57,2,17,1,1,4,10,3,32216,,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Neither agree nor disagree
R_3JmVM8yD0HnqxZJ,,,,,,,,,,,,,,,,,,1,62,2,1,1,1,2,1,2,43202,,,,,,,,,,
R_CdHKBvfnh81gLe1,,,,,,,,,,,,,,,,,,1,48,2,3,1,1,1,9,3,40361,,,,,,,,,,
R_2uV5pSvKYfzpW0q,,,,,,,,,,,,,,,,,,1,43,2,12,15,2,6,5,1,8830,,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Strongly agree
R_1kM6mOwmd94TrQw,,,,,,,,,,,,,,,,,,1,78,1,8,1,1,5,4,3,32708,,,,,,,,,,
R_2zeGoVq3oi6vpih,,,,,,,,,,,,,,,,,,1,36,2,6,2,1,6,1,3,27511,Retail Trade,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Neither agree nor disagree
R_25Qt8TtgnfrDivl,,,,,,,,,,,,,,,,,,1,44,2,3,1,1,2,4,3,77445,Health care and social assistance,No,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Neither agree nor disagree
R_1DZsLDHs3XR99cT,,,,,,,,,,,,,,,,,,1,36,1,1,1,1,-3105,7,4,90640,Utilities,No,,,,,,,,
R_6DsfZGjdzSXIPZf,,,,,,,,,,,,,,,,,,1,75,2,8,1,1,4,10,3,27540,Utilities,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Somewhat disagree
R_1g6pJv6vGmJVWeD,,,,,,,,,,,,,,,,,,1,34,2,8,1,1,7,1,3,36607,"Professional, scientific, and technical services",No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Some.,Neither agree nor disagree
R_ZmWeZpSdUy3MWzv,,,,,,,,,,,,,,,,,,1,56,2,19,1,1,8,5,3,21133,"Arts, entertainment & recreation",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Somewhat agree
R_vTdjWEM9PbmuaoF,,,,,,,,,,,,,,,,,,1,19,2,2,1,1,2,4,2,46057,,,,,,,,,,
R_BK9y8pRRdj8pxEB,government agency support ,,,1,,,,,,,,,,,,,,,53,1,-3105,1,1,5,9,2,67212,Utilities,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Somewhat disagree
R_2QrpFZVZks2P4AF,,,,,,,,,,,,,,,,,,1,50,2,5,1,1,2,1,1,15401,Retail Trade,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Neither agree nor disagree
R_2zwk3lCZNWq5QXB,,,,,,,,,,,,,,,,,,1,24,2,24,1,1,5,1,3,20152,Retail Trade,No,Somewhat disagree,Neither agree nor disagree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_1F9ehrB8LikVpX5,Nothing ,,,,,,,,,,,,,,,,,1,45,1,5,1,1,2,7,3,23702,,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Neither agree nor disagree
R_308mHlHsr45Y6Wg,,,,,,,,,1,,,,,,,,,,42,2,1,15,1,2,9,2,48122,"Administration, support, and waste management",No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Neither agree nor disagree
R_3LZ1x5QHcIeAmJw,Strategic economic and conflict placement,,,,,,,1,,,,,,,,,,,53,1,9,1,1,6,10,3,39503,Retail Trade,No,Somewhat agree,Somewhat disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat agree
R_2zDbNVEm8iJkunk,democratic principles,,,,,,,,,,,,,,,,,,63,1,16,1,1,6,2,3,34608,Transportation & Warehousing,No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Somewhat agree
R_3QWpsk9xShO1fE9,,,,,,,,,,,,,,,,,,1,69,1,7,1,1,5,4,3,77591,,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,Some.,Neither agree nor disagree
R_0iAvJlsELtjqeIh,Do not support military alliances with countries that support US airstrikes,,,,,,,,,,,,,1,,,,,23,1,-3105,1,1,6,6,1,12065,"Professional, scientific, and technical services",No,Strongly disagree,Somewhat agree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Somewhat agree
R_qIP2lNTg7i22Vcl,,,,,,,,,,,,,,,,,,1,71,2,24,1,1,4,10,1,7748,,,,,,,,,,
R_22FDHZjnUZYaXAh,,,,,,,,,,,,,,,,,,1,70,2,4,5,1,6,9,4,94607,,,,,,,,,,
